serial_number,session_number,created_datetime,signal_1,signal_2,signal_3,signal_4,signal_5
101,70043,2022-12-07 00:00:12,0.008183584,0.92385495,2.078290856,2.961983151,4.007474277
101,70043,2022-12-07 00:00:13,-0.039081284,0.805552397,2.028428144,3.105597227,4.056967197
101,70043,2022-12-07 00:00:14,-0.098926971,1.054518539,1.855038865,2.929924363,4.004559781
101,70043,2022-12-07 00:00:15,-0.197382748,0.937194941,1.979468401,3.121302655,4.140387727
101,70043,2022-12-07 00:00:16,0.093276223,0.923904031,2.098100415,2.908102371,3.977882353
101,70043,2022-12-07 00:00:17,-0.108411061,1.124235379,1.86629014,3.140948371,4.067958277
101,70043,2022-12-07 00:00:18,-0.004158765,1.027162002,1.929273283,3.073961685,3.967773981
101,70043,2022-12-07 00:00:19,-0.045407726,1.001247837,2.113910932,2.890928788,3.972764497
101,70043,2022-12-07 00:00:20,0.023435177,1.049166966,2.073299509,2.97125378,3.949847177
101,70043,2022-12-07 00:00:21,0.113599205,0.973875645,2.167399713,2.918309786,3.997823306
101,70043,2022-12-07 00:00:22,0.206550471,0.986517617,2.059352402,2.935039903,4.16932036
101,70043,2022-12-07 00:00:23,-0.169863154,0.887516849,2.031350619,3.03267206,4.033767098
101,70043,2022-12-07 00:00:24,0.08903077,1.014205276,2.001453759,3.052800326,3.902233587
101,70043,2022-12-07 00:00:25,0.000153147,1.086664868,1.985668305,3.038996233,3.941923631
101,70043,2022-12-07 00:00:26,-0.005236601,0.833704516,2.088645611,2.98633299,3.946088682
101,70043,2022-12-07 00:00:27,-0.116763113,0.899670046,1.941030236,2.992901051,4.119526611
101,70043,2022-12-07 00:00:28,0.034552844,0.89361999,1.980243056,2.923061423,4.028394694
101,70043,2022-12-07 00:00:29,-0.052027267,1.021394276,2.20548771,2.911533393,4.17221204
101,70043,2022-12-07 00:00:30,0.09458564,1.070153644,2.241897341,2.961716034,3.970820672
101,70043,2022-12-07 00:00:31,-0.083360443,0.870891787,2.07472691,2.977597417,4.13237695
101,70043,2022-12-07 00:00:32,-0.152076568,0.997398113,1.994925523,2.920502092,3.972196908
101,70043,2022-12-07 00:00:33,0.116891366,1.125778992,1.932259695,2.939691466,4.122752624
101,70043,2022-12-07 00:00:34,0.025538113,1.117640447,2.116866892,2.937745263,3.825360621
101,70043,2022-12-07 00:00:35,-0.109377984,1.032288778,1.973222734,3.078983009,3.859888696
101,70043,2022-12-07 00:00:36,0.233726886,0.975618371,1.934407587,2.897628996,4.006001006
101,70043,2022-12-07 00:00:37,0.07578655,1.076131439,1.939071556,2.922977938,4.019155176
101,70043,2022-12-07 00:00:38,-0.075560822,0.940546618,1.785817498,3.109759362,4.013180707
101,70043,2022-12-07 00:00:39,0.146579232,1.06816093,2.020319226,3.084502197,3.986656561
101,70043,2022-12-07 00:00:40,-0.084716793,0.932739041,1.970437861,3.148003616,3.875572811
101,70043,2022-12-07 00:00:41,-0.092706104,0.927993879,2.063895413,3.057159216,4.197997832
101,70043,2022-12-07 00:00:42,-0.064186237,0.906484671,1.955744567,2.928628279,3.947721823
101,70043,2022-12-07 00:00:43,0.106359703,0.926615604,1.961390336,2.920440777,4.086516362
101,70043,2022-12-07 00:00:44,-0.054432294,0.844886565,2.115875745,2.976883242,3.800070811
101,70043,2022-12-07 00:00:45,0.003921529,0.969771528,2.085239967,3.018120746,3.925336718
101,70043,2022-12-07 00:00:46,-0.061251141,1.056849957,1.9427705,3.016901619,3.969902767
101,70043,2022-12-07 00:00:47,0.104615994,0.907800585,2.058377685,2.848284453,3.981071325
101,70043,2022-12-07 00:00:48,0.210722647,1.052118644,2.077910881,3.047519644,3.875065849
101,70043,2022-12-07 00:00:49,0.005019882,0.985261303,1.928169269,2.908359133,3.943180062
101,70043,2022-12-07 00:00:50,-0.016821599,1.07412061,2.028955255,2.921052119,4.070252038
101,70043,2022-12-07 00:00:51,0.050128611,1.015908978,2.085851503,3.110490153,3.955240093
101,70043,2022-12-07 00:00:52,0.036683821,0.970847292,1.97141288,2.995931136,4.132495644
101,70043,2022-12-07 00:00:53,0.014738041,1.013762227,1.993358329,3.045411482,4.095084743
101,70043,2022-12-07 00:00:54,0.092869008,0.820162344,1.850711946,2.96392664,3.94028189
101,70043,2022-12-07 00:00:55,0.254721625,0.893277506,2.232791466,3.058561341,3.842352629
101,70043,2022-12-07 00:00:56,-0.087365922,1.131572494,1.96354472,2.922087349,3.997799923
101,70043,2022-12-07 00:00:57,-0.168628885,1.113968284,1.972246865,3.016666136,4.097408238
101,70043,2022-12-07 00:00:58,-0.241467714,0.95658666,2.254220354,3.013417323,4.058975528
101,70043,2022-12-07 00:00:59,0.024553098,0.990032109,1.954116536,2.867995001,3.979718441
101,70043,2022-12-07 00:01:00,-0.000308324,1.065269078,2.061319608,3.000274009,4.029497297
101,70043,2022-12-07 00:01:01,-0.029735216,1.001574759,1.936122945,3.176541433,3.967637384
101,70043,2022-12-07 00:01:02,-0.112821973,1.154626212,2.0009114,2.98800017,4.011485256
101,70043,2022-12-07 00:01:03,0.062771076,1.037447507,1.935577702,3.106276138,4.039094346
101,70043,2022-12-07 00:01:04,-0.036746978,0.885650306,1.944128079,2.907599673,3.994841062
101,70043,2022-12-07 00:01:05,-0.022252057,1.186273575,2.076458615,2.909403831,4.006858476
101,70043,2022-12-07 00:01:06,0.054307964,1.211275073,2.061440187,2.914052245,3.964606562
101,70043,2022-12-07 00:01:07,-0.170281727,0.96989933,1.897908245,2.916043835,4.035026402
101,70043,2022-12-07 00:01:08,0.019499672,0.990702183,2.042191638,3.078874554,3.945966958
101,70043,2022-12-07 00:01:09,-0.05953046,0.897030816,1.780311384,2.988021628,3.938637434
101,70043,2022-12-07 00:01:10,-0.06072358,1.040011366,1.894802321,3.111051213,4.225907102
101,70043,2022-12-07 00:01:11,-0.162959405,1.006925631,1.935295889,3.177030344,3.982814098
101,70043,2022-12-07 00:01:12,0.091265773,1.012493331,2.001904467,2.951480233,4.07845165
101,70043,2022-12-07 00:01:13,0.063970786,0.930956576,2.098806894,2.826480225,3.797607757
101,70043,2022-12-07 00:01:14,0.064699222,0.821466613,1.997867219,2.953955816,3.81436723
101,70043,2022-12-07 00:01:15,-0.004140775,1.082275393,2.052822611,3.043183188,3.956391198
101,70043,2022-12-07 00:01:16,-0.032749174,0.873076956,1.990368936,2.986050809,3.921864309
101,70043,2022-12-07 00:01:17,0.018502268,1.081077853,1.89617863,3.069038224,4.073839246
101,70043,2022-12-07 00:01:18,-0.173511876,1.064976776,2.072469964,2.984324893,3.924190392
101,70043,2022-12-07 00:01:19,-0.002831239,1.092539326,2.076117717,2.937931261,4.019850645
101,70043,2022-12-07 00:01:20,-0.065081315,0.831980352,1.860159331,3.076132345,3.902751132
101,70043,2022-12-07 00:01:21,-0.168962161,1.080178054,2.134181732,2.947775384,3.965943011
101,70043,2022-12-07 00:01:22,0.086171701,0.927252723,1.719635906,3.116943227,3.837313912
101,70043,2022-12-07 00:01:23,-0.094824095,0.904631265,1.960668294,2.893569052,3.899214818
101,70043,2022-12-07 00:01:24,-0.003219096,0.968821216,2.010778968,2.895895665,4.007576434
101,70043,2022-12-07 00:01:25,0.037097733,1.077134628,2.052847861,3.016556653,4.179421443
101,70043,2022-12-07 00:01:26,0.010391467,0.918496061,1.900793111,3.120615276,3.970280429
101,70043,2022-12-07 00:01:27,0.238804471,1.028974283,1.941176515,2.855260232,3.775719055
101,70043,2022-12-07 00:01:28,0.201903842,0.902899358,1.96047179,3.010294239,3.877979621
101,70043,2022-12-07 00:01:29,0.308189053,0.878852819,2.09049943,2.743211369,3.77348764
101,70043,2022-12-07 00:01:30,0.084678767,0.964183268,1.995640659,3.047726785,3.999741845
101,70043,2022-12-07 00:01:31,0.148670613,1.213843016,2.11955216,3.020455302,4.008999888
101,70043,2022-12-07 00:01:32,0.046114662,0.942525486,1.73902247,3.094755153,4.096259666
101,70043,2022-12-07 00:01:33,0.072831779,0.938276859,2.046263935,2.738575621,4.167570595
101,70043,2022-12-07 00:01:34,-0.119116725,0.858686535,1.947994963,2.9816185,3.939275097
16,70044,2022-10-15 00:00:00,-0.084776997,2.011648553,3.989988361,6.041754608,8.143324379
16,70044,2022-10-15 00:00:01,-0.118227005,2.120273183,3.788823357,6.054971651,8.077869266
16,70044,2022-10-15 00:00:02,-0.060148394,2.011126802,3.86547796,5.917874205,8.210684873
16,70044,2022-10-15 00:00:03,0.000212346,1.892484349,4.016021539,6.047763764,8.136686865
16,70044,2022-10-15 00:00:04,-0.040234936,2.006593107,4.136211357,5.88092089,8.040966938
16,70044,2022-10-15 00:00:05,-0.051357002,1.87483389,4.08518253,5.911211703,8.026950714
16,70044,2022-10-15 00:00:06,-0.192956179,2.019841935,3.671613208,6.03772107,7.993587972
16,70044,2022-10-15 00:00:07,-0.065507041,2.014922244,4.044110195,5.761620806,7.961262605
16,70044,2022-10-15 00:00:08,-0.085673576,2.041668917,4.045004488,5.949585826,8.136610893
16,70044,2022-10-15 00:00:09,0.080257092,2.033728217,3.976351532,5.714869191,8.119161897
16,70044,2022-10-15 00:00:10,0.032100512,1.997594747,4.103020442,6.013638395,7.942409043
16,70044,2022-10-15 00:00:11,-0.056479072,2.163717493,4.161718138,5.983288424,8.086800507
16,70044,2022-10-15 00:00:12,-0.047366883,2.012991646,3.890297738,6.163644354,7.987492034
16,70044,2022-10-15 00:00:13,-0.117800245,2.095806775,3.897391606,6.013444789,8.038396482
16,70044,2022-10-15 00:00:14,0.087236785,1.950115078,4.013261637,5.903164873,7.859371099
16,70044,2022-10-15 00:00:15,0.05968439,1.927251985,3.93498004,6.022974368,8.015598519
16,70044,2022-10-15 00:00:16,0.077323138,2.046762473,3.970014794,6.005808929,8.101908828
16,70044,2022-10-15 00:00:17,-0.101646995,2.077073382,3.9825655,5.94409035,8.073373654
16,70044,2022-10-15 00:00:18,0.065601033,2.022760661,4.030818294,6.000728822,7.908576927
16,70044,2022-10-15 00:00:19,0.076505414,2.028611657,3.822464181,5.967447392,8.071760828
16,70044,2022-10-15 00:00:20,-0.18833966,2.038403026,3.927051683,6.026039429,8.166187377
16,70044,2022-10-15 00:00:21,0.116838694,1.982736804,3.822961204,6.197485316,7.799701496
16,70044,2022-10-15 00:00:22,0.061392489,2.08324779,3.982354139,6.100864414,8.081379458
16,70044,2022-10-15 00:00:23,-0.120507921,1.969882704,3.933266292,5.937664233,7.920636064
16,70044,2022-10-15 00:00:24,0.013982544,1.839377852,4.007731148,5.868221638,8.033891342
16,70044,2022-10-15 00:00:25,0.119575942,1.873901659,4.018946623,5.843725515,8.050967112
16,70044,2022-10-15 00:00:26,0.022182386,2.023331444,4.025400713,6.025885059,7.812355016
16,70044,2022-10-15 00:00:27,-0.082469219,2.062321616,3.922776382,6.088742203,7.939032342
16,70044,2022-10-15 00:00:28,-0.062367064,1.807607434,3.965481385,5.939197881,7.947509678
16,70044,2022-10-15 00:00:29,0.080124156,2.11794649,3.861487489,6.078363812,7.886596601
16,70044,2022-10-15 00:00:30,0.127056175,2.128059474,3.810702268,6.20803786,8.134391958
136,70045,2022-12-28 00:00:00,0.090321164,0.99395108,1.858874102,3.078174843,4.10157045
136,70045,2022-12-28 00:00:01,-0.150965159,0.94438108,1.919497966,3.035804046,3.946165237
136,70045,2022-12-28 00:00:02,0.233227202,1.006940672,2.121252145,3.095686632,4.127132039
136,70045,2022-12-28 00:00:03,-0.011960611,1.010301159,1.923880549,3.005299062,3.95304658
136,70045,2022-12-28 00:00:04,-0.060399712,0.95020824,2.058410722,2.877491617,4.175195073
136,70045,2022-12-28 00:00:05,-0.215982928,1.014585499,1.942698632,2.991411802,4.010945817
136,70045,2022-12-28 00:00:06,0.136302832,0.79307828,1.938805411,2.958676324,3.967822097
136,70045,2022-12-28 00:00:07,-0.054709099,0.931478395,1.83219013,3.086406211,4.005083084
136,70045,2022-12-28 00:00:08,-0.10560838,1.120351085,1.985943333,2.878638204,3.971225348
136,70045,2022-12-28 00:00:09,0.093934171,0.953930304,1.86208937,3.16673926,3.966941126
136,70045,2022-12-28 00:00:10,0.014877445,0.921763405,1.784101385,2.748187847,3.889931673
136,70045,2022-12-28 00:00:11,0.114922481,0.939203714,1.869369567,3.000363798,4.008455321
136,70045,2022-12-28 00:00:12,-0.123371446,1.275312029,1.973891325,2.854360517,4.167998958
136,70045,2022-12-28 00:00:13,-0.214464638,1.03611879,1.981071863,3.013968778,3.823737823
136,70045,2022-12-28 00:00:14,0.095092048,0.850890295,1.910856402,2.972324107,3.946818492
136,70045,2022-12-28 00:00:15,0.032249893,0.933271133,1.978857028,3.108598653,3.953349066
136,70045,2022-12-28 00:00:16,-0.025658557,0.822752061,2.021896724,2.980283921,3.914173021
136,70045,2022-12-28 00:00:17,0.03842683,1.066429484,2.125248142,3.179378749,4.043748569
136,70045,2022-12-28 00:00:18,0.259159326,0.926293049,1.845116558,2.884284716,3.995357139
136,70045,2022-12-28 00:00:19,0.204910546,1.096288556,2.028001108,3.180152961,4.073315557
136,70045,2022-12-28 00:00:20,0.06914053,1.073018662,1.927953432,2.981425712,4.030886177
136,70045,2022-12-28 00:00:21,-0.040829148,0.996874927,1.968440892,2.795837631,4.09077285
136,70045,2022-12-28 00:00:22,-0.060304306,0.929793624,2.108938716,3.024302178,3.950961901
136,70045,2022-12-28 00:00:23,-0.098918346,1.009146253,1.98489555,2.834364482,3.870977563
136,70045,2022-12-28 00:00:24,-0.166184015,1.01199582,2.034493973,2.917901624,4.068255019
136,70045,2022-12-28 00:00:25,-0.037089327,0.948961983,2.186949919,2.953147168,3.841733718
136,70045,2022-12-28 00:00:26,-0.124011322,0.957886374,1.992142739,2.981599696,3.959908513
136,70045,2022-12-28 00:00:27,-0.093476307,1.064461698,2.005950974,3.096562026,3.843984237
136,70045,2022-12-28 00:00:28,-0.060321491,0.838867474,2.009308585,3.048235072,3.969959896
136,70045,2022-12-28 00:00:29,0.159881436,1.07189543,1.979672692,2.937562221,4.0499616
136,70045,2022-12-28 00:00:30,0.04243559,1.196993067,2.151429145,2.971398113,3.875571039
136,70045,2022-12-28 00:00:31,0.178667684,0.91104778,1.973064593,3.070131863,4.080972195
136,70045,2022-12-28 00:00:32,-0.105038163,0.89118364,1.86741927,3.11195225,4.16050773
24,70046,2022-11-26 00:00:00,-0.054002123,2.01290167,3.93627523,6.05685526,7.973297744
24,70046,2022-11-26 00:00:01,-0.014437662,2.008029988,4.037326905,6.063527056,8.012459153
24,70046,2022-11-26 00:00:02,0.096695089,2.089761919,4.107252355,6.056186467,7.956826831
24,70046,2022-11-26 00:00:03,0.124834852,1.866113366,3.984322067,6.093641302,7.951980573
24,70046,2022-11-26 00:00:04,0.036356577,2.087233235,4.038221113,5.912064215,8.11273959
24,70046,2022-11-26 00:00:05,0.026593241,1.937625193,4.068725579,5.840260741,8.017166237
24,70046,2022-11-26 00:00:06,-0.229391536,2.030394365,3.896451982,6.015743963,8.006586894
24,70046,2022-11-26 00:00:07,0.08665079,2.103442084,3.98217717,5.991219385,8.063535828
24,70046,2022-11-26 00:00:08,-0.122043569,2.068302561,4.081703122,6.03236383,8.039159184
24,70046,2022-11-26 00:00:09,0.165611873,1.998304882,3.831345138,6.079277182,7.985937171
24,70046,2022-11-26 00:00:10,-0.059899159,1.959742243,3.938037868,5.968926127,7.957355942
24,70046,2022-11-26 00:00:11,0.025360746,2.046682656,3.879493796,5.950397107,7.837479454
24,70046,2022-11-26 00:00:12,0.012164875,2.162079477,3.852753705,6.242291496,7.940093669
24,70046,2022-11-26 00:00:13,0.020507842,1.956402591,3.805424054,5.9291724,7.971570509
24,70046,2022-11-26 00:00:14,-0.103096838,1.998724109,3.90004065,5.874840587,7.846660844
24,70046,2022-11-26 00:00:15,0.004292194,2.188856781,4.037410486,5.932340497,8.077649366
24,70046,2022-11-26 00:00:16,0.073441406,1.977016035,3.997518073,6.02991763,7.877407553
24,70046,2022-11-26 00:00:17,0.122935159,1.830780581,3.921495958,5.970237155,7.94909272
24,70046,2022-11-26 00:00:18,0.003659178,1.948231068,4.012314547,5.972864166,7.795209485
24,70046,2022-11-26 00:00:19,0.117892933,2.05449016,3.958640479,5.963287769,8.191639571
24,70046,2022-11-26 00:00:20,-0.041812669,2.157291224,4.049546999,6.009239893,8.123402919
24,70046,2022-11-26 00:00:21,-0.188091849,1.982931927,3.96172372,5.995691059,8.120908922
24,70046,2022-11-26 00:00:22,0.004494246,1.939048559,3.851639004,5.980623882,8.03299097
81,70047,2022-06-11 00:00:00,0.128809385,0.874051922,1.920044824,3.027395456,3.982798371
81,70047,2022-06-11 00:00:01,0.075499318,0.92126059,1.869618219,3.101398125,3.964605709
81,70047,2022-06-11 00:00:02,0.00540415,0.991545196,1.966309281,3.105746083,3.970526855
81,70047,2022-06-11 00:00:03,0.135613441,1.157378238,2.101580912,3.051657409,4.007815194
81,70047,2022-06-11 00:00:04,-0.08378927,0.945916762,2.226024625,3.116131763,4.033913254
81,70047,2022-06-11 00:00:05,-0.038228056,0.8662761,1.931542166,2.966116608,3.956156303
81,70047,2022-06-11 00:00:06,-0.194030509,1.104695643,2.008375797,3.163368873,3.817034786
81,70047,2022-06-11 00:00:07,-0.082442811,1.065944572,1.974281612,2.91532046,4.020428161
81,70047,2022-06-11 00:00:08,-0.001923461,0.87205369,2.082751833,3.094339589,3.992205878
81,70047,2022-06-11 00:00:09,-0.026090948,0.993133628,1.941126126,3.052252112,3.869092269
81,70047,2022-06-11 00:00:10,-0.010532423,0.964162728,2.008601249,2.920787251,3.97262635
81,70047,2022-06-11 00:00:11,-0.120948649,0.903986518,1.987084856,3.047853316,4.187594153
81,70047,2022-06-11 00:00:12,-0.074500993,0.766970335,2.002523134,2.975330039,4.048895873
81,70047,2022-06-11 00:00:13,0.011960708,1.021013562,2.166539099,3.046175237,4.05321597
81,70047,2022-06-11 00:00:14,0.043740138,0.94090258,2.082996757,2.900306314,4.111350762
81,70047,2022-06-11 00:00:15,-0.117791355,1.050223285,1.961305301,3.167155547,3.937017737
81,70047,2022-06-11 00:00:16,-0.03232096,0.963940933,1.825681215,2.869013663,3.959035883
81,70047,2022-06-11 00:00:17,0.073328798,1.117569031,1.896077068,2.864113764,4.075508954
81,70047,2022-06-11 00:00:18,0.045339962,0.815796148,1.911488075,3.062873969,3.960859738
81,70047,2022-06-11 00:00:19,0.046300138,1.03099642,2.052855142,2.956445004,3.941223402
81,70047,2022-06-11 00:00:20,-0.006150588,1.021389679,1.930299973,2.930092012,3.94169163
81,70047,2022-06-11 00:00:21,-0.034455296,1.159288975,1.98452201,2.948786437,3.946106302
81,70047,2022-06-11 00:00:22,0.142594453,0.960987186,2.082892877,2.834960571,3.78840984
81,70047,2022-06-11 00:00:23,-0.126085009,1.019037513,2.083920424,2.964013175,4.145864732
81,70047,2022-06-11 00:00:24,0.097168267,1.061888166,2.118416468,3.08956901,4.116465017
81,70047,2022-06-11 00:00:25,-0.046212328,1.096010494,1.90354444,3.115745675,3.85384554
81,70047,2022-06-11 00:00:26,0.074369272,1.196750299,1.968260486,2.993164996,4.036836472
81,70047,2022-06-11 00:00:27,-0.02094677,0.862527363,2.160360841,2.833004633,3.916682633
81,70047,2022-06-11 00:00:28,-0.011250842,0.838910645,1.957696772,2.942692342,3.864885631
81,70047,2022-06-11 00:00:29,-0.064173643,1.080962771,2.118876728,3.056891729,3.970829308
81,70047,2022-06-11 00:00:30,0.004509931,1.06321701,2.061505784,3.016720079,3.857429422
81,70047,2022-06-11 00:00:31,-0.003537703,0.956500549,1.980968553,2.942162513,4.067721542
81,70047,2022-06-11 00:00:32,0.004131381,0.820726631,2.052172505,2.921949901,3.860982709
81,70047,2022-06-11 00:00:33,-0.028979101,1.021370955,1.809569197,2.868002596,4.056712912
81,70047,2022-06-11 00:00:34,-0.152771029,0.962743795,1.858740457,3.056109249,4.028911016
81,70047,2022-06-11 00:00:35,0.168096898,1.00932442,1.950226691,3.009263505,3.975868674
81,70047,2022-06-11 00:00:36,-0.058764965,0.943168051,1.891593264,2.983987893,4.0479047
81,70047,2022-06-11 00:00:37,0.014207245,0.872127946,2.131643404,3.024406225,4.049798412
81,70047,2022-06-11 00:00:38,-0.170899129,1.041418578,2.009049907,3.104278084,3.86325414
81,70047,2022-06-11 00:00:39,0.031493555,1.022217895,2.062849467,2.971930625,4.052768806
81,70047,2022-06-11 00:00:40,-0.182036789,0.922153158,2.027158413,3.019350245,3.99848191
81,70047,2022-06-11 00:00:41,0.24048946,1.299527655,1.87963808,3.071379372,3.981926481
81,70047,2022-06-11 00:00:42,0.191739369,1.071017407,1.971830184,3.096578615,4.016270351
81,70047,2022-06-11 00:00:43,-0.012501313,1.063598765,2.088732662,2.839999513,4.070992752
81,70047,2022-06-11 00:00:44,-0.05813782,1.101054042,2.145475271,3.020795495,3.817404523
81,70047,2022-06-11 00:00:45,0.172909893,1.018185832,1.968547038,3.044142977,4.03389498
81,70047,2022-06-11 00:00:46,0.041302236,1.26269334,1.890556777,2.987469151,4.047148216
81,70047,2022-06-11 00:00:47,-0.053068822,0.831367208,2.168481837,3.037726543,3.913732009
81,70047,2022-06-11 00:00:48,-0.128035275,0.942167142,1.998049372,3.115508435,4.117254126
81,70047,2022-06-11 00:00:49,0.14197762,1.069398348,2.044934774,2.881196638,3.961264666
81,70047,2022-06-11 00:00:50,0.105838075,0.988716806,1.900400608,3.044343935,4.070378544
81,70047,2022-06-11 00:00:51,-0.053056283,0.978773161,1.930484066,3.044303203,3.881647235
81,70047,2022-06-11 00:00:52,-0.10753383,1.137587949,2.021288363,2.973187344,4.05849247
81,70047,2022-06-11 00:00:53,0.171209321,0.96526562,1.890514035,3.018310013,4.02476739
81,70047,2022-06-11 00:00:54,0.132364708,0.979880483,2.116156775,2.947299808,3.92883393
81,70047,2022-06-11 00:00:55,0.117743258,0.878296373,2.098281032,2.849659,4.065742533
133,70048,2022-01-23 00:00:00,0.035167354,1.914993572,4.119176094,6.07166911,8.032100361
133,70048,2022-01-23 00:00:01,0.134172935,1.880842836,3.99500988,5.987955045,7.829563695
133,70048,2022-01-23 00:00:02,0.076885617,2.065279886,3.897928565,6.027210983,7.902062361
133,70048,2022-01-23 00:00:03,-0.067540604,1.884750138,3.990631866,5.88597325,8.069409257
133,70048,2022-01-23 00:00:04,-0.087364529,2.0498968,4.121070004,6.06732408,7.878734526
133,70048,2022-01-23 00:00:05,-0.014406417,2.123765389,3.947299973,6.089344245,8.012512621
133,70048,2022-01-23 00:00:06,-0.026090486,2.029968618,4.085690249,5.987334197,8.168672022
133,70048,2022-01-23 00:00:07,-0.031362087,2.055334195,4.166355816,5.973809979,7.914406873
133,70048,2022-01-23 00:00:08,-0.01060108,2.025214167,4.182155659,6.055601904,8.131361055
133,70048,2022-01-23 00:00:09,-0.041062138,1.975958009,3.920515322,6.035394521,8.133734415
133,70048,2022-01-23 00:00:10,0.130416794,1.987958997,4.201641012,5.948148747,7.983275452
133,70048,2022-01-23 00:00:11,-0.00316173,1.920514321,3.910832535,6.102971073,7.992876571
133,70048,2022-01-23 00:00:12,0.004875609,1.899597449,3.983588355,6.055426797,8.133739901
133,70048,2022-01-23 00:00:13,-0.078945599,2.011619203,4.028659004,5.980528706,7.935593956
133,70048,2022-01-23 00:00:14,-0.183384619,2.083180025,4.203197521,5.975570623,7.962358212
133,70048,2022-01-23 00:00:15,-0.033031042,1.946838753,3.98502023,6.063385651,7.991792276
133,70048,2022-01-23 00:00:16,0.212106788,2.054041878,3.997819322,6.003114719,7.990071772
133,70048,2022-01-23 00:00:17,0.122828505,1.99043793,3.876523406,5.9908898,7.842065536
133,70048,2022-01-23 00:00:18,0.005645104,2.095622718,3.930128442,5.75905489,7.853821107
133,70048,2022-01-23 00:00:19,0.018972555,2.077627914,4.04041417,5.944113216,8.086640691
133,70048,2022-01-23 00:00:20,0.066089297,1.909638838,4.019563092,6.114877217,7.998764952
133,70048,2022-01-23 00:00:21,0.114880976,2.088854478,4.11053353,6.101906479,7.921518017
133,70048,2022-01-23 00:00:22,-0.134771667,1.987148338,3.925721507,6.040404484,8.025549946
133,70048,2022-01-23 00:00:23,-0.204050965,1.992778106,3.996208985,5.858709322,7.951666566
133,70048,2022-01-23 00:00:24,-0.067073842,1.945876331,4.101969086,6.008630892,7.948092891
133,70048,2022-01-23 00:00:25,0.016643975,1.816780485,3.914834245,6.053741411,8.02110938
133,70048,2022-01-23 00:00:26,0.079767904,1.975872339,4.003295285,6.080473229,7.973705626
133,70048,2022-01-23 00:00:27,-0.068081635,2.069526416,4.027230658,6.004397035,8.005671957
133,70048,2022-01-23 00:00:28,0.018027533,1.923598845,3.937598513,5.858699066,7.981895455
133,70048,2022-01-23 00:00:29,-0.013568108,2.058148928,3.966110177,6.039907628,7.981348455
133,70048,2022-01-23 00:00:30,0.026953757,2.072588571,4.062507369,5.856238957,8.02646216
133,70048,2022-01-23 00:00:31,-0.052986361,1.828518662,4.051794617,5.94180387,7.976370146
79,70049,2022-05-09 00:00:00,-0.089338518,1.071754742,1.947661117,2.948435016,3.988272321
79,70049,2022-05-09 00:00:01,-0.052663417,0.900031284,1.86330408,3.071524244,4.103159198
79,70049,2022-05-09 00:00:02,0.140694789,0.898816019,1.930939586,2.891153087,3.86145419
79,70049,2022-05-09 00:00:03,0.092535854,0.944985694,1.933656199,2.922943607,3.926356952
79,70049,2022-05-09 00:00:04,-0.099952654,1.061621574,2.091849688,2.874987153,4.111947819
79,70049,2022-05-09 00:00:05,0.150284548,1.040308924,2.147009946,3.217471536,3.834844212
79,70049,2022-05-09 00:00:06,0.138585366,0.889015855,1.874435778,2.986219467,3.938938234
79,70049,2022-05-09 00:00:07,-0.113776332,1.026570384,1.842572403,2.923139293,3.868794547
79,70049,2022-05-09 00:00:08,-0.002476906,0.963649173,2.087137981,3.04136325,4.02338638
79,70049,2022-05-09 00:00:09,-0.047523887,1.043482446,1.980189488,2.930830462,3.962190991
79,70049,2022-05-09 00:00:10,-0.004492576,1.051242,1.893032054,3.072441841,3.942891512
79,70049,2022-05-09 00:00:11,-0.125490379,0.896515593,2.035305268,3.123232154,4.046631316
79,70049,2022-05-09 00:00:12,-0.111117391,1.051813321,2.030801513,3.03958979,4.036279668
79,70049,2022-05-09 00:00:13,-0.016915014,0.995571524,2.09028319,2.973229677,4.088265583
79,70049,2022-05-09 00:00:14,-0.032503523,1.018255457,2.013278984,2.990904272,4.121162866
79,70049,2022-05-09 00:00:15,0.031298288,1.033174462,2.029941457,2.890290746,3.824056576
79,70049,2022-05-09 00:00:16,-0.24048544,1.057558359,1.971767892,2.991400097,4.005901056
79,70049,2022-05-09 00:00:17,0.110765437,0.884805627,2.028272413,3.090440702,4.017944533
79,70049,2022-05-09 00:00:18,0.019776082,1.012376995,1.953957939,3.014921768,4.169691808
79,70049,2022-05-09 00:00:19,-0.059117454,1.141122623,2.07638402,2.916284698,4.051108233
79,70049,2022-05-09 00:00:20,-0.172591327,1.077213044,2.077059666,2.775300698,3.959313372
79,70049,2022-05-09 00:00:21,0.208114344,1.048975021,1.904138316,3.128322279,3.902359958
79,70049,2022-05-09 00:00:22,0.046433823,0.932230518,2.092287864,2.984663056,4.223138795
79,70049,2022-05-09 00:00:23,0.026269334,1.05858509,1.984858977,2.917788164,4.205268649
79,70049,2022-05-09 00:00:24,-0.131861865,1.077129221,2.027459723,3.018763604,4.065983005
79,70049,2022-05-09 00:00:25,0.092738608,0.959588082,2.048250749,2.920612329,4.184579561
79,70049,2022-05-09 00:00:26,0.027722319,0.974528158,1.880905723,3.156823591,4.191843119
79,70049,2022-05-09 00:00:27,0.140297875,1.065961104,2.150233645,3.125294842,4.014054176
79,70049,2022-05-09 00:00:28,-0.038577678,0.936470158,1.994141358,2.907916366,4.116428019
